,tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
31,20140101141056,1,2.0,21.5,3,5.0,,20,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,5255984.0,1.0,3.0,2,64.0,5,2.0,1.0,2.0,1.0,2.0,,,2.0,125.0,,0.0
32,20140101141081,1,2.0,21.200001,3,5.0,,130,0,0.0,0.0,,2,2,1.0,7.0,2.0,,,1.0,2194521.0,2.0,2.0,1,75.0,5,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,170.0,,0.0
33,20140101141134,1,1.0,27.1,3,1.0,5.0,105,0,0.0,0.0,,2,2,1.0,3.0,2.0,,,1.0,14400000.0,2.0,2.0,3,70.0,5,,2.0,2.0,3.0,,1.0,6.0,,189.0,,0.0
34,20140101141177,1,1.0,30.6,3,1.0,,85,0,0.0,0.0,,1,2,1.0,5.0,1.0,1.0,2.0,1.0,3411131.0,2.0,2.0,1,64.0,5,,2.0,2.0,1.0,2.0,2.0,2.0,,178.0,,0.0
35,20140101141179,1,-3.0,31.6,3,,,30,4,0.0,0.0,,1,1,1.0,4.0,2.0,,,1.0,13300000.0,2.0,1.0,2,65.0,5,-3.0,1.0,2.0,1.0,2.0,,,2.0,190.0,,3.0
36,20140101141180,1,1.0,18.299999,3,1.0,,145,0,0.0,0.0,,1,2,1.0,2.0,1.0,4.0,2.0,1.0,8027658.0,2.0,2.0,1,65.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,110.0,2.0,0.0
37,20140101141214,1,2.0,26.5,3,5.0,,60,5,0.0,0.0,,2,1,1.0,5.0,2.0,,,1.0,5309091.0,1.0,3.0,1,62.0,5,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,145.0,,0.0
38,20140101141232,1,3.0,24.200001,3,2.0,,15,0,0.0,0.0,2.0,1,2,2.0,,1.0,1.0,2.0,1.0,1792706.0,2.0,2.0,1,60.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,124.0,,0.0
39,20140101141282,1,2.0,27.4,3,5.0,,30,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,1889444.0,1.0,5.0,1,62.0,5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,150.0,,0.0
40,20140101141288,1,2.0,25.799999,3,5.0,,45,0,0.0,0.0,,2,2,1.0,3.0,1.0,3.0,2.0,1.0,4250445.0,2.0,2.0,1,71.0,5,2.0,1.0,2.0,1.0,,2.0,1.0,2.0,185.0,,0.0
41,20140101141321,1,1.0,23.5,3,1.0,5.0,5,15,0.0,0.0,,1,1,2.0,,1.0,1.0,1.0,1.0,5646241.0,2.0,1.0,3,67.0,5,,,,2.0,2.0,2.0,6.0,,150.0,,0.0
42,20140101141331,1,1.0,25.700001,3,1.0,,150,0,0.0,0.0,,2,2,1.0,7.0,2.0,,,1.0,7639916.0,2.0,3.0,1,63.0,5,,1.0,2.0,1.0,,1.0,3.0,2.0,145.0,,0.0
43,20140101141365,1,3.0,33.700001,3,2.0,5.0,170,5,0.0,0.0,,2,1,1.0,4.0,2.0,,,1.0,2887358.0,2.0,4.0,3,70.0,5,,1.0,2.0,3.0,,3.0,1.0,1.0,235.0,,0.0
44,20140101141379,1,1.0,22.5,3,1.0,,45,10,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,1450660.0,2.0,1.0,1,74.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,175.0,2.0,0.0
45,20140101141381,1,1.0,25.799999,3,1.0,5.0,120,5,0.0,0.0,,2,1,2.0,,1.0,4.0,2.0,1.0,6446863.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,,3.0,3.0,2.0,165.0,2.0,0.0
46,20140101141386,1,1.0,26.5,3,1.0,,120,0,0.0,0.0,,1,2,1.0,6.0,1.0,7.0,1.0,1.0,4570669.0,2.0,3.0,1,67.0,5,-3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,169.0,,81.0
47,20140101141409,1,1.0,28.299999,3,1.0,,45,0,0.0,0.0,,1,2,1.0,5.0,1.0,4.0,1.0,1.0,9823042.0,2.0,4.0,2,65.0,5,-2.0,,,2.0,2.0,,,,170.0,2.0,75.0
48,20140101141418,1,1.0,19.5,3,1.0,2.0,134,15,0.0,0.0,,1,1,1.0,14.0,1.0,3.0,2.0,1.0,10500000.0,2.0,1.0,1,60.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,,0.0
49,20140101141430,1,3.0,23.700001,3,2.0,5.0,60,30,0.0,0.0,,1,1,2.0,,1.0,2.0,1.0,1.0,4560263.0,2.0,4.0,2,72.0,5,,,,2.0,2.0,,,,175.0,,0.0
50,20140101141449,1,1.0,23.5,1,1.0,,45,22,0.0,0.0,,2,1,1.0,3.0,1.0,3.0,1.0,1.0,10300000.0,2.0,3.0,2,67.0,5,,,,2.0,,,,,150.0,2.0,0.0
51,20140101141488,1,1.0,21.799999,3,1.0,,40,20,0.0,0.0,1.0,1,1,1.0,2.0,1.0,3.0,2.0,1.0,3129315.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,127.0,2.0,0.0
52,20140101141502,1,2.0,25.799999,3,3.0,5.0,85,120,0.0,0.0,,2,1,1.0,7.0,2.0,,,1.0,17700000.0,2.0,2.0,2,69.0,5,1.0,,,2.0,,,,,175.0,,0.0
53,20140101141515,1,1.0,36.0,3,1.0,,125,90,0.0,0.0,1.0,1,1,2.0,,1.0,4.0,1.0,1.0,2803016.0,2.0,4.0,1,68.0,5,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,237.0,,0.0
54,20140101141556,1,1.0,34.900002,3,1.0,,75,2,0.0,0.0,,1,1,1.0,4.0,1.0,2.0,2.0,1.0,6412081.0,2.0,3.0,1,71.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,250.0,,0.0
55,20140101141584,1,1.0,28.1,3,1.0,5.0,42,15,0.0,0.0,,2,1,2.0,,1.0,1.0,1.0,1.0,8620967.0,2.0,2.0,1,69.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,190.0,2.0,0.0
56,20140101141589,1,1.0,29.0,3,1.0,5.0,53,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,14300000.0,2.0,2.0,1,66.0,5,,1.0,2.0,1.0,2.0,1.0,5.0,2.0,180.0,,0.0
57,20140101141629,1,1.0,24.299999,3,1.0,5.0,0,55,0.0,0.0,1.0,1,1,2.0,,1.0,1.0,2.0,1.0,14200000.0,2.0,3.0,3,68.0,5,,1.0,2.0,1.0,1.0,2.0,4.0,1.0,160.0,,0.0
58,20140101141646,1,1.0,29.0,3,1.0,5.0,45,20,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,7277043.0,2.0,2.0,1,70.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,202.0,2.0,0.0
59,20140101141661,1,1.0,34.700001,3,1.0,5.0,120,0,0.0,0.0,,1,2,1.0,1.0,1.0,2.0,2.0,1.0,5549820.0,2.0,4.0,3,74.0,5,,1.0,2.0,3.0,2.0,1.0,6.0,2.0,270.0,2.0,0.0
60,20140101141672,1,2.0,,3,5.0,5.0,25,15,0.0,,1.0,1,1,2.0,,1.0,2.0,2.0,1.0,28200000.0,1.0,2.0,1,64.0,5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,-5.0,1.0,0.0
61,20140101141687,1,1.0,26.5,3,1.0,5.0,40,2,0.0,0.0,,2,1,2.0,,1.0,3.0,1.0,1.0,15400000.0,2.0,2.0,2,70.0,5,,,,2.0,,,,,185.0,2.0,0.0
62,20140101141690,1,1.0,24.200001,2,1.0,,0,10,0.0,0.0,,2,1,2.0,,1.0,2.0,1.0,1.0,10300000.0,2.0,3.0,2,66.0,5,-2.0,,,2.0,,,,,150.0,2.0,73.0
63,20140101141724,1,2.0,31.1,3,5.0,,65,5,0.0,0.0,1.0,1,1,2.0,,2.0,,,1.0,1906751.0,2.0,2.0,1,65.0,5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,187.0,,0.0
64,20140101141777,1,1.0,26.6,3,1.0,,70,120,0.0,0.0,,1,1,2.0,,2.0,,,1.0,10000000.0,2.0,3.0,2,64.0,5,,,,2.0,2.0,,,,155.0,,0.0
65,20140101141795,1,1.0,30.1,3,1.0,,60,15,0.0,0.0,,2,1,2.0,,1.0,3.0,2.0,1.0,4322266.0,2.0,3.0,1,70.0,5,,1.0,2.0,1.0,,2.0,4.0,2.0,210.0,2.0,0.0
66,20140101141796,1,1.0,29.5,3,1.0,5.0,75,15,0.0,0.0,1.0,1,1,1.0,3.0,1.0,2.0,2.0,1.0,3043446.0,2.0,2.0,2,74.0,5,,,,2.0,1.0,,,,230.0,2.0,0.0
67,20140101141817,1,1.0,29.0,3,1.0,5.0,25,15,0.0,0.0,1.0,1,1,1.0,3.0,2.0,,,1.0,4967073.0,2.0,2.0,1,75.0,5,,1.0,2.0,3.0,1.0,2.0,1.0,2.0,232.0,,0.0
68,20140101141837,1,-2.0,,3,,,150,0,,,,2,2,1.0,3.0,1.0,3.0,2.0,1.0,12400000.0,2.0,3.0,1,-2.0,5,-2.0,1.0,2.0,1.0,,1.0,3.0,2.0,-2.0,,2.0
69,20140101141841,1,1.0,20.799999,3,1.0,,140,60,0.0,0.0,,1,1,1.0,5.0,2.0,,,1.0,2031125.0,2.0,2.0,1,62.0,5,,2.0,2.0,1.0,2.0,1.0,3.0,,114.0,,0.0
70,20140101141860,1,2.0,24.4,3,5.0,,17,0,0.0,0.0,,1,2,2.0,,1.0,2.0,2.0,2.0,3451716.0,2.0,3.0,3,71.0,5,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,175.0,2.0,0.0
71,20140101141863,1,2.0,20.799999,3,5.0,,40,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,4017246.0,1.0,2.0,1,62.0,5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,114.0,1.0,0.0
72,20140101141897,1,1.0,36.599998,3,1.0,5.0,20,40,0.0,0.0,,1,1,2.0,,1.0,1.0,2.0,1.0,9742015.0,2.0,4.0,2,62.0,5,,1.0,2.0,1.0,2.0,,,2.0,200.0,,0.0
73,20140101141928,1,1.0,27.4,3,1.0,5.0,120,2,0.0,0.0,2.0,1,1,1.0,2.0,1.0,3.0,1.0,1.0,7287974.0,2.0,2.0,3,68.0,5,,,,2.0,1.0,2.0,1.0,,180.0,2.0,0.0
74,20140101142008,1,3.0,32.0,3,2.0,,65,70,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,6595188.0,2.0,3.0,1,66.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,198.0,,0.0
75,20140101142020,1,1.0,24.299999,3,1.0,,35,20,0.0,0.0,,2,1,1.0,1.0,1.0,10.0,1.0,1.0,3977557.0,2.0,2.0,1,68.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,160.0,2.0,0.0
76,20140101142022,1,1.0,30.200001,3,1.0,,20,0,0.0,0.0,,2,2,1.0,7.0,1.0,4.0,2.0,1.0,3061842.0,2.0,3.0,1,62.0,5,,1.0,2.0,1.0,,1.0,4.0,2.0,165.0,2.0,0.0
77,20140101142036,1,1.0,26.6,3,1.0,,80,7,0.0,0.0,,2,1,1.0,3.0,2.0,,,1.0,31100000.0,2.0,3.0,2,68.0,5,,,,2.0,,,,,175.0,2.0,0.0
78,20140101142043,1,1.0,37.599998,3,1.0,5.0,40,0,0.0,0.0,,1,2,2.0,,1.0,2.0,2.0,1.0,10100000.0,2.0,3.0,1,67.0,5,,1.0,2.0,1.0,2.0,2.0,4.0,2.0,240.0,2.0,0.0
79,20140101142048,1,1.0,21.299999,3,1.0,5.0,50,30,0.0,0.0,,2,1,1.0,2.0,2.0,,,1.0,5582231.0,2.0,3.0,1,63.0,5,,1.0,2.0,1.0,,1.0,4.0,2.0,120.0,2.0,0.0
80,20140101142071,1,1.0,,3,1.0,,0,20,0.0,,,1,1,2.0,,1.0,4.0,1.0,1.0,4064888.0,2.0,2.0,1,65.0,5,,1.0,2.0,1.0,2.0,2.0,4.0,2.0,-5.0,2.0,0.0
81,20140101142108,1,2.0,33.400002,3,3.0,,90,10,0.0,0.0,,2,1,1.0,2.0,2.0,,,1.0,5589499.0,2.0,3.0,1,58.0,5,1.0,2.0,2.0,1.0,,1.0,1.0,,160.0,,0.0
82,20140101142132,1,1.0,,3,1.0,5.0,120,0,0.0,,,2,2,2.0,,1.0,6.0,1.0,1.0,6632030.0,2.0,4.0,1,71.0,5,-3.0,1.0,2.0,1.0,,1.0,4.0,1.0,-3.0,2.0,81.0
83,20140101142146,1,2.0,28.299999,1,2.0,5.0,120,10,0.0,0.0,,2,1,1.0,1.0,2.0,,,1.0,8323761.0,2.0,3.0,1,65.0,5,-2.0,1.0,2.0,1.0,,2.0,2.0,2.0,170.0,2.0,0.0
84,20140101142168,1,1.0,30.4,3,1.0,,30,10,0.0,0.0,,2,1,2.0,,1.0,1.0,2.0,1.0,6452489.0,2.0,3.0,1,70.0,5,,1.0,2.0,1.0,,2.0,4.0,2.0,212.0,,0.0
85,20140101142188,1,-3.0,25.200001,3,,5.0,70,60,0.0,0.0,,2,1,1.0,21.0,1.0,1.0,2.0,1.0,11600000.0,2.0,2.0,2,72.0,5,-3.0,1.0,2.0,3.0,,,,1.0,186.0,,3.0
86,20140101142193,1,1.0,28.6,3,1.0,5.0,45,0,0.0,0.0,,2,2,1.0,10.0,1.0,5.0,2.0,1.0,13700000.0,2.0,2.0,3,76.0,5,,1.0,2.0,3.0,,1.0,2.0,2.0,235.0,,0.0
87,20140101142205,1,1.0,32.200001,3,1.0,5.0,30,30,0.0,0.0,1.0,1,1,1.0,3.0,1.0,3.0,2.0,1.0,12300000.0,2.0,4.0,1,60.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,165.0,,0.0
88,20140101142228,1,2.0,31.799999,3,3.0,5.0,0,30,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,6337685.0,2.0,4.0,1,64.0,5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,185.0,2.0,0.0
89,20140101142230,1,2.0,25.799999,3,3.0,,45,60,0.0,0.0,2.0,1,1,2.0,,2.0,,,1.0,2422206.0,2.0,3.0,1,66.0,5,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,160.0,2.0,0.0
90,20140101142236,1,2.0,21.1,3,3.0,,106,60,0.0,0.0,2.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,17300000.0,2.0,1.0,2,67.0,5,1.0,,,2.0,1.0,,,,135.0,2.0,0.0
91,20140101142253,1,1.0,29.1,3,1.0,5.0,120,0,0.0,0.0,,1,2,1.0,5.0,1.0,1.0,2.0,1.0,19400000.0,2.0,3.0,1,65.0,5,,2.0,2.0,1.0,2.0,1.0,3.0,,175.0,2.0,0.0
92,20140101142257,1,-2.0,29.299999,3,,,60,0,0.0,0.0,2.0,1,2,2.0,,2.0,,,1.0,1838744.0,2.0,2.0,1,58.0,5,-2.0,,,2.0,1.0,1.0,-2.0,,140.0,,2.0
93,20140101142265,1,2.0,22.299999,3,5.0,5.0,90,0,0.0,0.0,2.0,1,2,2.0,,1.0,1.0,1.0,1.0,10200000.0,1.0,4.0,1,64.0,5,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,130.0,1.0,0.0
94,20140101142278,1,3.0,30.700001,3,2.0,,60,0,0.0,0.0,,2,2,1.0,2.0,1.0,1.0,2.0,1.0,10600000.0,2.0,3.0,2,71.0,5,,,,2.0,,,,,220.0,,0.0
95,20140101142301,1,1.0,23.6,2,1.0,,29,0,0.0,0.0,,2,2,2.0,,1.0,2.0,1.0,1.0,15200000.0,2.0,3.0,1,65.0,5,,1.0,2.0,1.0,,2.0,4.0,2.0,142.0,,0.0
96,20140101142319,1,-3.0,23.6,3,,,45,0,0.0,0.0,1.0,1,2,2.0,,1.0,1.0,2.0,1.0,4375672.0,2.0,3.0,1,61.0,5,-3.0,2.0,2.0,1.0,1.0,2.0,1.0,,125.0,,3.0
97,20140101142325,1,-3.0,28.200001,3,,,90,0,0.0,0.0,2.0,1,2,2.0,,1.0,1.0,2.0,1.0,7693788.0,2.0,2.0,1,66.0,5,-3.0,2.0,2.0,1.0,1.0,1.0,2.0,,175.0,,3.0
98,20140101142328,1,1.0,23.0,3,1.0,,0,20,0.0,0.0,1.0,1,1,1.0,2.0,1.0,4.0,2.0,1.0,4443883.0,1.0,3.0,1,65.0,5,,2.0,2.0,1.0,1.0,2.0,1.0,,138.0,,0.0
99,20140101142357,1,2.0,31.700001,3,3.0,5.0,25,30,0.0,0.0,1.0,1,1,1.0,3.0,1.0,2.0,2.0,1.0,4197994.0,1.0,2.0,2,69.0,5,1.0,1.0,2.0,1.0,1.0,,,2.0,215.0,2.0,0.0
100,20140101142363,1,1.0,27.5,3,1.0,,75,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,1878211.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,160.0,,0.0
101,20140101142378,1,2.0,29.0,3,3.0,5.0,15,2,0.0,0.0,2.0,1,1,1.0,3.0,1.0,2.0,2.0,1.0,6225885.0,2.0,3.0,1,67.0,5,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,185.0,2.0,0.0
102,20140101142406,1,1.0,24.799999,3,1.0,,0,20,0.0,0.0,,1,1,1.0,5.0,1.0,1.0,2.0,1.0,8263567.0,2.0,2.0,1,69.0,5,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,168.0,2.0,0.0
103,20140101142416,1,1.0,32.900002,3,1.0,5.0,40,50,0.0,0.0,,1,1,2.0,,2.0,,,1.0,12700000.0,2.0,2.0,1,62.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,180.0,,0.0
104,20140101142417,1,1.0,19.700001,3,1.0,5.0,90,10,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,3371634.0,2.0,2.0,1,64.0,5,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,115.0,2.0,0.0
105,20140101142433,1,1.0,17.200001,3,1.0,5.0,60,35,0.0,0.0,,1,1,1.0,4.0,2.0,,,1.0,3057383.0,2.0,1.0,2,64.0,5,,1.0,2.0,3.0,2.0,,,2.0,100.0,,0.0
106,20140101142452,1,1.0,25.6,3,1.0,,15,30,0.0,0.0,,1,1,1.0,4.0,2.0,,,1.0,1567511.0,2.0,2.0,1,62.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,140.0,,0.0
107,20140110130935,1,1.0,35.400002,3,1.0,5.0,180,630,0.0,0.0,,2,1,2.0,,2.0,,,1.0,2945121.0,2.0,5.0,3,63.0,5,,1.0,2.0,1.0,,1.0,1.0,2.0,200.0,,0.0
108,20140110132111,1,1.0,25.1,3,1.0,5.0,85,150,0.0,0.0,,1,1,1.0,4.0,1.0,2.0,2.0,1.0,2662898.0,2.0,2.0,3,72.0,5,,,,2.0,2.0,1.0,4.0,,185.0,2.0,0.0
109,20140110132335,1,1.0,26.9,3,1.0,,55,15,0.0,0.0,,1,1,1.0,7.0,2.0,,,1.0,1504183.0,2.0,2.0,1,63.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,152.0,,0.0
110,20140111130038,1,2.0,21.1,2,5.0,,15,0,0.0,0.0,,2,2,1.0,7.0,2.0,,,1.0,5053553.0,1.0,3.0,1,66.0,5,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,131.0,2.0,0.0
111,20140111130133,1,2.0,26.9,3,5.0,,30,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,3011966.0,1.0,3.0,1,62.0,5,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,147.0,,0.0
112,20140111130136,1,2.0,33.200001,3,3.0,5.0,120,0,0.0,0.0,,2,2,1.0,2.0,1.0,2.0,1.0,1.0,13500000.0,2.0,2.0,2,69.0,5,1.0,,,2.0,,,,,225.0,,0.0
113,20140111130147,1,1.0,28.299999,3,1.0,5.0,25,50,0.0,0.0,,1,1,2.0,,1.0,7.0,2.0,1.0,4428597.0,2.0,2.0,1,63.0,5,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,160.0,,0.0
114,20140111130176,1,1.0,34.200001,3,1.0,5.0,90,15,0.0,0.0,,1,1,1.0,2.0,1.0,1.0,2.0,1.0,9904728.0,2.0,4.0,2,71.0,5,,1.0,2.0,3.0,2.0,,,2.0,245.0,2.0,0.0
115,20140111130501,1,2.0,31.799999,3,5.0,,25,0,0.0,0.0,,2,2,2.0,,1.0,2.0,2.0,1.0,56400000.0,2.0,1.0,1,66.0,5,2.0,,,2.0,,3.0,3.0,,197.0,2.0,0.0
116,20140111130502,1,1.0,23.799999,1,1.0,5.0,135,0,0.0,0.0,2.0,1,2,1.0,1.0,1.0,1.0,2.0,1.0,7511613.0,2.0,2.0,2,65.0,5,,,,2.0,1.0,,,,143.0,2.0,0.0
117,20140111130503,1,2.0,42.799999,3,5.0,,30,5,0.0,0.0,,2,1,2.0,,2.0,,,1.0,4787054.0,2.0,4.0,1,69.0,5,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,290.0,2.0,0.0
118,20140111130508,1,2.0,23.700001,3,3.0,,50,20,0.0,0.0,2.0,1,1,1.0,2.0,2.0,,,1.0,13900000.0,2.0,1.0,2,72.0,5,1.0,,,2.0,1.0,,,,175.0,,0.0
119,20140111130521,1,1.0,21.700001,3,1.0,5.0,45,40,0.0,0.0,,2,1,1.0,6.0,1.0,6.0,1.0,1.0,3541175.0,2.0,1.0,3,58.0,5,,1.0,2.0,1.0,,2.0,2.0,2.0,104.0,2.0,0.0
120,20140111130562,1,1.0,27.4,3,1.0,5.0,70,20,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,4759420.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,175.0,,0.0
121,20140111130564,1,1.0,26.5,3,1.0,5.0,60,120,0.0,0.0,,1,1,2.0,,2.0,,,1.0,5996266.0,2.0,1.0,1,70.0,5,,,,2.0,2.0,1.0,1.0,,185.0,2.0,0.0
122,20140111130568,1,1.0,36.599998,3,1.0,5.0,75,0,0.0,0.0,,1,2,1.0,3.0,2.0,,,1.0,2896359.0,2.0,3.0,1,62.0,5,,1.0,2.0,1.0,2.0,1.0,5.0,2.0,200.0,2.0,0.0
123,20140111130584,1,1.0,30.4,3,1.0,,45,30,0.0,0.0,2.0,1,1,1.0,4.0,1.0,3.0,2.0,1.0,6280399.0,2.0,3.0,2,68.0,5,1.0,,,2.0,1.0,,,,200.0,2.0,73.0
124,20140111130585,1,2.0,22.1,3,5.0,,50,0,0.0,0.0,,1,2,1.0,5.0,2.0,,,1.0,21800000.0,2.0,3.0,2,63.0,5,2.0,,,2.0,2.0,,,,125.0,2.0,0.0
125,20140111130596,1,1.0,21.299999,3,1.0,,75,5,0.0,0.0,,1,1,1.0,3.0,1.0,1.0,2.0,1.0,2468154.0,2.0,1.0,1,63.0,5,,1.0,2.0,1.0,2.0,1.0,4.0,1.0,120.0,2.0,0.0
126,20140111130618,1,2.0,37.0,3,5.0,5.0,120,0,2.0,0.0,,2,2,2.0,,2.0,,,1.0,10700000.0,1.0,3.0,1,56.0,5,2.0,,,2.0,,2.0,1.0,,165.0,2.0,0.0
127,20140111130624,1,1.0,26.200001,2,1.0,5.0,65,10,0.0,0.0,,1,1,2.0,,1.0,4.0,2.0,1.0,8031347.0,2.0,2.0,1,67.0,5,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,167.0,2.0,0.0
128,20140111130650,1,1.0,25.9,3,1.0,5.0,75,0,0.0,0.0,,2,2,1.0,7.0,2.0,,,1.0,5056801.0,2.0,3.0,1,71.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,186.0,2.0,0.0
129,20140111130720,1,1.0,27.700001,3,1.0,5.0,105,2,0.0,0.0,2.0,1,1,1.0,4.0,2.0,,,1.0,6132372.0,2.0,1.0,1,73.0,5,,1.0,2.0,1.0,1.0,1.0,4.0,1.0,210.0,,0.0
130,20140111130730,1,1.0,18.5,3,1.0,5.0,75,-2,0.0,0.0,,1,-2,2.0,,1.0,2.0,1.0,1.0,4334633.0,2.0,4.0,1,68.0,5,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,122.0,,0.0
131,20140111130758,1,2.0,27.1,3,3.0,,20,7,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,13400000.0,2.0,1.0,1,66.0,5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,168.0,,0.0
132,20140111130843,1,1.0,32.5,3,1.0,5.0,60,30,0.0,0.0,1.0,1,1,1.0,4.0,2.0,,,1.0,5593556.0,2.0,2.0,3,75.0,5,,1.0,2.0,3.0,1.0,1.0,2.0,2.0,260.0,2.0,0.0
133,20140111130858,1,2.0,,3,5.0,,20,0,0.0,,,1,2,2.0,,1.0,1.0,1.0,1.0,1046395.0,1.0,3.0,1,63.0,5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-3.0,,0.0
134,20140111130862,1,2.0,14.9,3,3.0,,15,5,0.0,2.0,,2,1,2.0,,2.0,,,1.0,5462663.0,2.0,3.0,1,68.0,5,1.0,1.0,2.0,1.0,,2.0,4.0,2.0,98.0,,0.0
135,20140111130868,1,2.0,36.900002,3,5.0,5.0,150,450,0.0,0.0,,2,1,2.0,,1.0,2.0,2.0,1.0,2521143.0,2.0,3.0,2,69.0,5,3.0,,,2.0,,,,,250.0,2.0,0.0
136,20140111130922,1,3.0,27.4,3,2.0,5.0,240,405,0.0,0.0,1.0,1,1,1.0,2.0,1.0,3.0,2.0,1.0,14600000.0,2.0,1.0,1,67.0,5,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,175.0,2.0,0.0
137,20140111130929,1,1.0,23.799999,3,1.0,3.0,155,0,0.0,0.0,,1,2,1.0,4.0,1.0,1.0,1.0,1.0,2158073.0,2.0,3.0,3,62.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,130.0,,0.0
138,20140111130952,1,2.0,31.9,3,5.0,,90,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,21600000.0,2.0,4.0,2,65.0,5,2.0,,,2.0,2.0,,,,192.0,2.0,0.0
139,20140111130981,1,1.0,23.0,3,1.0,5.0,40,0,0.0,0.0,,2,2,2.0,,1.0,2.0,1.0,1.0,3228745.0,2.0,3.0,3,63.0,5,,1.0,2.0,3.0,,2.0,3.0,2.0,130.0,2.0,0.0
140,20140111130984,1,1.0,19.200001,3,1.0,,15,85,0.0,0.0,,1,1,1.0,4.0,1.0,4.0,1.0,1.0,6736187.0,1.0,2.0,2,62.0,5,,,,2.0,2.0,,,,105.0,2.0,0.0
141,20140111130986,1,1.0,30.1,3,1.0,5.0,180,9,0.0,0.0,,1,1,1.0,1.0,2.0,,,1.0,3827015.0,2.0,2.0,1,70.0,5,,1.0,2.0,1.0,2.0,1.0,5.0,2.0,210.0,2.0,0.0
142,20140111130991,1,1.0,24.6,3,1.0,5.0,90,0,0.0,0.0,,2,2,1.0,2.0,2.0,,,1.0,11100000.0,2.0,1.0,1,61.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,130.0,2.0,0.0
